 ,English,Swedish,French,Italian,German,Spanish,Russian,Romanian,Bulgarian,Macedonian,Finnish,Danish,Icelandic,Turkish,Lithuanian,Czech,Hungarian,Polish,Dutch,Portuguese_European,Portuguese_Brazilian,Chinese,Japanese,Korean
tutorial_cold_text,"When the temperature drops at night, or if you are wet, you will suffer from being cold. This reduces your stamina regeneration.

Seeking shelter by an open flame is your best option when this happens.",,"Quand la température baisse pendant la nuit, ou si vous êtes humide, vous aurez froid. Cet état réduit la régénération de votre endurance.

Si cela arrive, la meilleure solution et de vous rapprocher d'un feu.",,"Wenn die Temperatur bei Nacht fällt oder wenn du durchnässt bist, wird dir kalt, wodurch deine Ausdauerregeneration sinkt.

In diesen Fällen solltest du bei offenem Feuer Zuflucht suchen.","Cuando la temperatura desciende al caer la noche o si te empapas, empezarás a sufrir por el frío y se reducirá tu regeneración de vigor.

Lo mejor que puedes hacer es cobijarte junto al fuego.","Если ночью температура упадет или вы промокнете, вам станет холодно. Выносливость будет восстанавливаться медленнее.

В таких случаях лучше всего найти укрытие у открытого огня.",,,,,,,"Geceleri hava sıcaklığı düştüğünde veya ıslandığında, soğuktan etkileneceksin. Bu durum, kondisyon tazelenmesini azaltır.

Bu durum başına geldiğinde açık bir ateşin başına sığınmak, elindeki en iyi seçenektir.",,,,"Kiedy temperatura spada w nocy lub gdy masz mokre ciało, ucierpisz z powodu zimna. Zmniejsza to regenerację wytrzymałości.

W takiej sytuacji najlepszym rozwiązaniem będzie znalezienie schronienia przy otwartym ogniu.","Als de temperatuur 's nachts daalt, of als je nat bent, zul je het koud krijgen. Dit vermindert het herstel van je conditie.

Wanneer dit gebeurt, is beschutting zoeken bij een open vlam je beste optie.",,"Quando a temperatura cair à noite, ou se você tiver se molhado, vai passar frio, o que reduz sua regeneração de vigor.

Procurar abrigo perto do fogo é o melhor a se fazer quando isso acontece.","当夜晚来临温度降低，或者你湿了，你会感觉到非常寒冷。 这会让你的耐力值恢复速度变慢。 

找到靠近火源的庇护所是解决这个问题最好的办法。 ","夜に気温が下がったり、身体が濡れたりすると、寒さに苦しむことになる。 するとスタミナの回復が遅くなる。 

そのような時は、屋根のある場所で火のそばにいるのが一番だ。 ",
tutorial_hunger_label,Hugin: Hunger,,Hugin : Faim,,Hugin: Hunger,Hugin: Hambre,Хугин: голод,,,,,,,Hugin: Açlık,,,,Hugin: Głód,Hugin: Honger,,Hugin: fome,福金：饥饿,フギン：飢え,
tutorial_hunger_topic,You need sustenance,,Vous devez manger,,Du brauchst Nahrung,Necesitas alimentarte,Вам необходимо пропитание,,,,,,,Beslenmen gerekiyor,,,,Potrzebujesz pożywienia,Je moet eten,,Você precisa se alimentar,你需要营养,食べ物が必要だ,
tutorial_hunger_text,"Consuming food is of <color=yellow>utmost importance</color> to a viking warrior, even in the afterlife. Having a full belly both fortifies your health and improves your stamina.

Food can be found everywhere in the world, and a great deal of it can be prepared at a <color=yellow>Cooking station</color>.",,"Manger de la nourriture est de la <color=yellow>plus haute importance</color> pour un guerrier viking, même après la mort. Avoir le ventre plein augmente votre vie et améliore votre endurance.

La nourriture se trouve partout dans le monde, et la plupart peut être préparée dans une <color=yellow>cuisine</color>.",,"Für einen Wikingerkrieger ist der Verzehr von <color=yellow>Nahrung</color> überlebenswichtig. Sogar, wenn er bereits tot ist. Ein voller Magen sorgt für eine gute Gesundheit und verbessert deine Ausdauer.

Glücklicherweise kannst du Nahrung überall in der Welt finden, und sehr viele Nahrungsmittel können an der <color=yellow>Kochstation</color> zubereitet werden.","El consumo de alimentos es de <color=yellow>suma importancia</color> para los vikingos, incluso en la otra vida. Si tienes el estómago lleno, tendrás mejor salud y vigor.

Podrás encontrar comida en cualquier rincón del mundo, y puedes prepararla a tu gusto en la <color=yellow>estación de cocina</color>.","Потребление пищи имеет <color=yellow>первостепенное значение</color> для викинга даже в загробной жизни. Сытость укрепляет ваше здоровье и повышает выносливость

Еду можно найти повсюду, и большую ее часть можно приготовить на <color=yellow>стойке для готовки</color>.",,,,,,,"Beslenmek, öteki dünyada bile bir viking savaşçısı için <color=yellow>en önemli şeydir</color>. Karnını tok tutmak, sağlığını güçlendirir ve kondisyonunu geliştirir.

Yiyecekleri dünyanın dört bir köşesinde bulabilir ve büyük bir çoğunluğunu <color=yellow>Pişirme İstasyonu</color>'nda hazırlayabilirsin.",,,,"Spożywanie pożywienia ma <color=yellow>ogromne znaczenie</color> dla przetrwania wikińskiego wojownika, nawet w życiu pozagrobowym. Pełny żołądek zarówno wzmacnia życie, jak i poprawia kondycję.

Żywność można znaleźć na całym obszarze świata, a większość z niej przyrządzisz na <color=yellow>stanowisku do gotowania</color>.","Voedsel verbruiken is <color=yellow>van enorm belang</color> voor een Vikingkrijger, zelfs in het hiernamaals. Een volle buik verstevigt de gezondheid en verbetert je conditie.

Voedsel kun je overal ter wereld vinden, en het overgrote deel ervan kan worden bereid met een <color=yellow>kookstation</color>.",,"Comer é <color=yellow>extremamente importante</color> para guerreiros vikings, mesmo após a morte. Uma barriga cheia aumenta sua vida e melhora seu vigor.

É possível encontrar comida em qualquer lugar do mundo, e grande parte pode ser preparada em uma <color=yellow>bancada de cozinha</color>.","对于维京战士来说，<color=yellow>最重要的事</color>就是干饭，即使你已经转世。 
只有吃饱了才可以强化你的生命值和耐力值。 

在所有区域都可以找到食物，不过最好的办法还是准备一个 <color=yellow>烹饪台</color>。 ","たとえ死後であってさえ、バイキングの戦士にとって食べ物を摂ることは<color=yellow>非常に重要</color>だ。 満腹であれば体力が維持され、スタミナが向上する。 

食べ物は世界のどこででも見つかる。 多くは<color=yellow>調理設備</color>で用意することができる。 ",
tutorial_food_label,Hugin: Food,,Hugin : Nourriture,,Hugin: Essen,Hugin: Comida,Хугин: еда,,,,,,,Hugin: Yiyecek,,,,Hugin: Żywność,Hugin: Voedsel,,Hugin: comida,福金：食物,フギン：食物,
tutorial_food_topic,A tasty morsel!,,Nourriture,Cibo,Ein leckeres Häppchen!,¡A ponerse las botas!,Лакомый кусочек!,Mancare,,,,,Matur,Leziz bir lokma!,,Potrava,Élelem,Żywność,Een smakelijk hapje!,,Que delícia!,舌尖上的英灵神殿！,美味しいご馳走だ！,
tutorial_food_text,"You have found a snack, consume it to improve your health and stamina.

Be aware that before long you will grow hungry again, so try to always have at least a couple of different meals ready.",,"Manger de la nourriture augmente votre total de santé. En mangeant différents types de nourriture, vous pouvez l'augmenter encore plus.",Mangiare cibo aumenta la quantità totale di salute. Mangiando diversi tipi di cibo può aumentare ulteriormente.,"Du hast etwas zu essen gefunden. Verzehre es, um deine Leben und Ausdauer wiederherzustellen.

Bedenke, dass es nicht lange dauern wird, bis du hungrig wirst. Daher solltest du immer einige Nahrungsmittel mit dir herumtragen.","Has encontrado un aperitivo, cómetelo para mejorar tanto la salud como el vigor.

Ten en cuenta que, pasado un rato, volverás a tener hambre, por lo que lo ideal es tener al menos un par de comidas distintas preparadas.","Вы нашли, чем перекусить. Поешьте скорее, чтобы улучшить свое здоровье и выносливость.

Помните, что вскоре вы снова проголодаетесь, поэтому старайтесь всегда иметь наготове хотя бы пару разных блюд.",Mancand iti cresti nivelul total de viata. Mancand mai multe tipuri de mancare il poti creste si mai mult.,,,,,Að borða mat bætir heildar magn líf þíns. Með því að éta mismunandi týpur af mat getur þú bætt það enþá meira,"Bir atıştırmalık buldun ve bu atıştırmalığı tüketerek sağlığını ve kondisyonunu geliştirebilirsin.

Çok geçmeden tekrar acıkacağını unutma ve yanında en azından birkaç farklı yiyeceği hazır bulundur.",,"Konzumace jídla zvýší váš celkový počet životů. Když ovšem budete jíst různé typy jídla, můžete svoje zdraví zvýšit ještě o něco výš.",Az élelem elfogyasztása megnöveli az életerőd teljes értékét. A különböző fajta élelmek elfogyasztásával még tovább növelhető.,Jedzenie zwiększa twoją ilość zdrowia. Jedząc różne typy jedzenia możesz zwiększyć ją jeszcze bardziej.,"Je hebt een lekker hapje gevonden, eet het op om je gezondheid en conditie te verbeteren.

Wees je er wel van bewust dat je straks weer honger gaat hebben, dus zorg dat je altijd wat verschillende maaltijden klaar hebt staan.",,"Você encontrou um lanche, consuma-o para melhorar sua vida e vigor.

Mas lembre-se que em breve você voltará a sentir fome, então tente ter algumas refeições diferentes sempre à disposição.","你发现了一种小吃，吃掉它会强化你的生命值和耐力值。 

需要注意的是，你会定期感到饥饿，所以最好随身携带几种不同的食物哦。 ","軽食を見つけたな。 それを食べて体力とスタミナを増やすのだ。 

それほど時間が経たないうちに、また空腹になるだろう。 常に、少なくとも二、三個、さまざまな種類の食物を手元に持っておくことだ。 ",
tutorial_hammer_label,Hugin: Hammer,,Hugin : Marteau,,Hugin: Hammer,Hugin: Martillo,Хугин: молот,,,,,,,Hugin: Çekiç,,,,Hugin: Młot,Hugin: Hamer,,Hugin: martelo,福金：工具锤,フギン：ハンマー,
tutorial_hammer_topic,You have crafted a Hammer,,Marteau,Martello,Du hast einen Hammer hergestellt,Has fabricado un martillo,Вы создали молот,Ciocan,,,,,Hamar,Bir Çekiç ürettin,,,Kalapács,Wytworzono młot,Je hebt een hamer gemaakt,,Você fabricou um martelo,你制作了一把工具锤,ハンマーを作った,
tutorial_hammer_text,"With this tool you will raise mighty halls and towering fortifications.

Start by building a <color=yellow>Workbench</color>, this in turn will enable you to construct other things.",,"Vous élèverez d'immenses salles et d'imposantes fortifications grâce à cet outil.

Commencez par bâtir une <color=yellow>table de fabrication</color>, qui vous permettra ensuite de construire d'autres choses.",,"Mit diesem Werkzeug kannst du mächtige Hallen und hohe Befestigungen aus dem Boden stampfen.

Beginne mit der Errichtung einer <color=yellow>Werkbank</color>, mit deren Hilfe du andere Dinge herstellen kannst.","Podrás erigir salas enormes y fortificaciones gigantescas con esta herramienta.

Antes de nada, construye un <color=yellow>banco de trabajo</color> y así podrás fabricar más cosas.","С помощью этого инструмента вы сможете возводить надежные помещения и высокие укрепления.

Начните со строительства <color=yellow>верстака</color>, который позволит вам создавать другие объекты.",,,,,,,"Bu aleti kullanarak kudretli salonlar ve yüksek tahkimatlar inşa edebilirsin.

Bir <color=yellow>Tezgâh</color> üret ve bunu kullanarak diğer şeyleri üretmeye başla.",,,,"Przy użyciu tego narzędzia wzniesiesz potężne komnaty i sięgające do nieba fortyfikacje.

Zacznij od skonstruowania <color=yellow>stołu warsztatowego,</color> co z kolei pozwoli ci wytworzyć pozostałe przedmioty.","Met dit gereedschap zul je grootse huizen en stevige vestingwerken bouwen.

Begin met de bouw van een <color=yellow>werkbank</color>. Daarmee zul je weer andere dingen kunnen bouwen.",,"Com esta ferramenta, você poderá erigir saguões grandiosos e fortificações elevadas.

Comece construindo uma <color=yellow>bancada</color>, que por sua vez permitirá erguer outras construções.","你可以用这把工具锤建造雄伟的大殿和坚固的堡垒。 

不过首先你需要制作一个<color=yellow>工作台</color>，这样你才可以开始建造其他设施。 
","この道具があれば、広大な広間やそびえる要塞を作ることができよう。 

まず<color=yellow>作業台</color>を作るのだ。 これによって、他の物を作ることができる。 ",
tutorial_hoe_label,Hugin: Hoe,,Hugin : Houe,,Hugin: Hacke,Hugin: Azada,Хугин: мотыга,,,,,,,Hugin: Çapa,,,,Hugin: Motyka,Hugin: Schoffel,,Hugin: enxada,福金：锄头,フギン：鍬,
tutorial_hoe_topic,You have crafted a Hoe,,Houe,Tubo dell'acqua,Du hast eine Hacke hergestellt,Has fabricado una azada,Вы создали мотыгу,Sapa,,,,,Hlújárn,Bir Çapa ürettin,,,Kapa,Wytworzono motykę,Je hebt een schoffel gemaakt,,Você fabricou uma enxada,你制作了一把锄头,鍬を作った,
